haul_id,year,year_f,year_ct,quarter,quarter_f,survey,survey_f,lat,lon,X,Y,family,family_f,catch_kg_km2
2013_1_OXBH_1_6_58.0262_9.868,2013,2013,0,1,1,IBTS,IBTS,58.02617,9.868,197.051,6443.145,Scombridae,Scombridae,0.728643216080402
2013_1_OXBH_1_70_58.0637_10.7438,2013,2013,0,1,1,IBTS,IBTS,58.06367,10.74383,248.97,6443.717,Clupeidae,Clupeidae,133.806146572104
2013_1_OXBH_1_70_58.0637_10.7438,2013,2013,0,1,1,IBTS,IBTS,58.06367,10.74383,248.97,6443.717,Gadidae,Gadidae,63.498817966903076
2013_1_OXBH_1_70_58.0637_10.7438,2013,2013,0,1,1,IBTS,IBTS,58.06367,10.74383,248.97,6443.717,Other,Other,21.21985815602837
2013_1_OXBH_1_70_58.0637_10.7438,2013,2013,0,1,1,IBTS,IBTS,58.06367,10.74383,248.97,6443.717,Pleuronectidae,Pleuronectidae,26.97399527186761
2013_1_OXBH_1_70_58.0637_10.7438,2013,2013,0,1,1,IBTS,IBTS,58.06367,10.74383,248.97,6443.717,Scombridae,Scombridae,1.1583924349881798
2013_1_OXBH_1_7_58.0745_9.82,2013,2013,0,1,1,IBTS,IBTS,58.0745,9.82,194.634,6448.733,Clupeidae,Clupeidae,0.6516290726817042
2013_1_OXBH_1_7_58.0745_9.82,2013,2013,0,1,1,IBTS,IBTS,58.0745,9.82,194.634,6448.733,Gadidae,Gadidae,64.3408521303258
2013_1_OXBH_1_7_58.0745_9.82,2013,2013,0,1,1,IBTS,IBTS,58.0745,9.82,194.634,6448.733,Other,Other,64.17543859649122
2013_1_OXBH_1_7_58.0745_9.82,2013,2013,0,1,1,IBTS,IBTS,58.0745,9.82,194.634,6448.733,Pleuronectidae,Pleuronectidae,19.34335839598997
2013_1_OXBH_1_7_58.0745_9.82,2013,2013,0,1,1,IBTS,IBTS,58.0745,9.82,194.634,6448.733,Scombridae,Scombridae,0
2013_1_OXBH_1_93_57.5638_11.6327,2013,2013,0,1,1,IBTS,IBTS,57.56383,11.63267,298.595,6385.149,Clupeidae,Clupeidae,6796.104761904762
2013_1_OXBH_1_93_57.5638_11.6327,2013,2013,0,1,1,IBTS,IBTS,57.56383,11.63267,298.595,6385.149,Gadidae,Gadidae,149.78095238095239
2013_1_OXBH_1_93_57.5638_11.6327,2013,2013,0,1,1,IBTS,IBTS,57.56383,11.63267,298.595,6385.149,Other,Other,9.533333333333335
2013_1_OXBH_1_93_57.5638_11.6327,2013,2013,0,1,1,IBTS,IBTS,57.56383,11.63267,298.595,6385.149,Pleuronectidae,Pleuronectidae,114.91428571428573
2013_1_OXBH_1_93_57.5638_11.6327,2013,2013,0,1,1,IBTS,IBTS,57.56383,11.63267,298.595,6385.149,Scombridae,Scombridae,0.761904761904762
2013_1_OXBH_1_94_57.7082_11.34,2013,2013,0,1,1,IBTS,IBTS,57.70817,11.34,281.967,6402.111,Clupeidae,Clupeidae,264.7810218978102
2013_1_OXBH_1_94_57.7082_11.34,2013,2013,0,1,1,IBTS,IBTS,57.70817,11.34,281.967,6402.111,Gadidae,Gadidae,112.35766423357664
