ACC nummer,Individnummer,Art,Provlämnare,Fynddatum,År,Kvartal,Månad,Insamlingsmetod,Insamlingskommentar,Minålder,Maxålder,Kön,Längd (cm),Vikt (kg),Späcktjocklek (cm),Provtyper,Cestoder,Nematoder,Hårddelar sparade,Lokal,Ort,Län,Landskap,Area 1,Area 2,Finskt nr,NRM kommentar,Käke i frys,Individkommentar,Fyndplatskommentar,Latitud,Longitud,Uppskattad position,DNA-prov vävnad,DNA-prov mage,DNA-prov tarm,DNA-prov spillning,Parasitbelastning - hakmask,Provdel - colon på burk,Provdel - lever,Provdel - mage,Provdel - muskel,Provdel - späck,Provdel - tarm,Sköts i närheten av fiskeredskap,Tom colon,Tom mage
A2014/05134,A2014/05134,knubbsäl,Naturhistoriska Riksmuseet,2013-12-30,2013,Q4,12,Jakt,"Skjuten, ej intill fiskeredskap",5,,Hona,140.,,,,,0,Ja,,,Västra Götalands län,,,,,,,"mage, tunntarm","Djupryggen, Skagerrak, koordinater N 58 33.974 E 11 12.432 (originalkoordinater), eller N 58 34 57,35144 E 11 12 31.66267 (enl. kartan), dvs N 58 34.9559 E 11 12.5277 (omräknade till decimalminuter)",58.5826,11.2088,Nej,Ja,,Ja,,,,,,,,,,,
A2014/05135,A2014/05135,knubbsäl,Naturhistoriska Riksmuseet,2013-12-27,2013,Q4,12,Jakt,"Skjuten, ej vid fiskeredskap",2,,Hona,115.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"mage, tunntarm, colon på burk. 7 ållika fiskar 10-15 cm","Slängerumpan, Skagerrak, koodinater fr. karta: N 58 36 36,92183 E 11 10 43,69438 som räknats om till decimalminuter:  N 58 36.6154 E 11 10.7282 (enl. notis felaktiga koordinatuppgifterna från insändaren: N 58 36,797 E 11 10,519)",58.610205,11.178762,Nej,Ja,,Ja,,,,,,,,,,,
A2014/05136,A2014/05136,knubbsäl,Naturhistoriska Riksmuseet,2013-12-27,2013,Q4,12,Jakt,"Skjuten, ej vid fiskeredskap",4,,Hona,124.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"mage, tunntarm, colon på burk","Slängerumpan, Skagerrak, koodinater fr. karta: N 58 36 36,92183 E 11 10 43,69438 som räknats om till decimalminuter:  N 58 36.6154 E 11 10.7282 (enl. notis felaktiga koordinatuppgifterna från insändaren: N 58 36,797 E 11 10,519)",58.610205,11.178762,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2014/05137,A2014/05137,knubbsäl,Naturhistoriska Riksmuseet,2013-12-30,2013,Q4,12,Jakt,"Skjuten, ej intill fiskeredskap",8,,Hane,155.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"mage, tunntarm, colon på burk","Gluppö, Skagerrak, koordinater N 58 34.818 E 11 12.351(originalkoordinater), eller N 58 34 57.35144 E  11 12 31.66267 (enl. kartan) dvs N 58 34.9559 E 11 12.5277 (omräknade till decimalminuter)",58.5826,11.2088,Nej,Ja,,Ja,,,,,,,,,,,
A2014/05141,A2014/05141,knubbsäl,Naturhistoriska Riksmuseet,2014-04-24,2014,Q2,04,Jakt,"Skjuten, ej vid fiskeredskap. Mage, tarm, colon på burk",11,,Hona,140.,,,,,50-99,Ja,,,Västra Götalands län,,,,,,,,"Kattegatt, Bohuslän, koordinater: N 57 53,4084 E 11 33,39400000002 (angivna i decimalsekunder på orig. acclappen:N 57 53 24.50546 E 11 33 23.63883)",57.8901,11.5565,Nej,Ja,,Ja,,,,,,,,,,,
A2014/05142,A2014/05142,knubbsäl,Naturhistoriska Riksmuseet,2014-04-19,2014,Q2,04,Jakt,"Skjuten, ej vid fiskeredskap. Mage, tunntarm, colon på burk",9,,Hane,163.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,"Söder om Klåverön,Kattegatt, Bohuslän, koordinater: N 57 51,21610000002 E 11 35,52940000002 (angivna i decimalsekunder på orig. acclappen: N 57 51 12.9636 E 11 35 31.76121)",57.8536,11.5921,Nej,Ja,,Ja,,,,,,,,,,,
A2014/05244,A2014/05244,knubbsäl,Naturhistoriska Riksmuseet,2014-04-20,2014,Q2,04,Jakt,"Skjuten intill fiskeredskap, burar. Mage, tarm, colon på burk",,,Okänd,130.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,Crustacea,"Västra Håskär, Smögen, Skagerrak, koordinater: N 58 22.0160 E 11 10. 9803 (angivna i decimalsekunder på orig. acclappen: N 58 22 0.96039 E 11 10 58.81888)",58.3677,11.183,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2014/05245,A2014/05245,knubbsäl,Naturhistoriska Riksmuseet,2014-04-23,2014,Q2,04,Jakt,"Skjuten intill fiskeredskap, burar. Mage, tarm",11,,Hane,162.,,,,,50-99,Ja,,,Västra Götalands län,,,,,,,Green bones - belone,"Västra Håskär, Smögen, Skagerrak, koordinater: N 58 22.0160 E 11 10. 9803 (angivna i decimalsekunder på orig. acclappen: N 58 22 0.96039 E 11 10 58.81888)",58.3677,11.183,Nej,Ja,,Ja,,,,,,,,,,,
A2014/05246,A2014/05246,knubbsäl,Naturhistoriska Riksmuseet,2014-04-26,2014,Q2,04,Jakt,"Skjuten intill fiskeredskap, burar. Mage, tarm",3,,Hona,133.,,,,,,,,,Västra Götalands län,,,,,,,Large part of intestine lined with white sand-grained sized hard specs. STomach contents large amount of whole fish (same species probably). 46 with head and 26 body parts. Trol. wrasse,"Västra Håskär, Smögen, Skagerrak, koordinater: N 58 45.6476 E 11 7.6956 (angivna i decimalsekunder på orig. acclappen: N 58 45 38,85969 E 11 7 41,73682)",58.7618,11.1283,Nej,,,,,,,,,,,,,,
A2014/05247,A2014/05247,knubbsäl,Naturhistoriska Riksmuseet,2014-04-26,2014,Q2,04,Jakt,Skjuten ej intill fiskeredskap,8,,Hona,146.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,"mage, tunntarm, colon på burk. OBS! plastburk sönder möjliga plastbitar från denna i provet.","Marstrand, Kattegatt, koordinater: N 57 53.1070 E 11 33.8587 (angivna i decimalsekunder på orig.acclappen: N 57 53 6.41813 E 11 33 51,51819)",57.8851,11.5643,Nej,Ja,,Ja,,,,,,,,,,,
A2014/05249,A2014/05249,knubbsäl,Naturhistoriska Riksmuseet,2014-04-26,2014,Q2,04,Jakt,Skjuten ej intill fiskeredskap,0,1,Hona,114.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"Mage, tunntarm, colon på burk","Marstrand, Kattegatt, koordinater: N 57 53.1070 E 11 33.8587 (angivna i decimalsekunder på orig.acclappen: N 57 53 6.41813 E 11 33 51,51819)",57.8851,11.5643,Nej,Ja,,Ja,,Ja,,,,,,,,,Ja
A2014/05250,A2014/05250,knubbsäl,Naturhistoriska Riksmuseet,2014-04-16,2014,Q2,04,Jakt,"Skjuten ej intill fiskeredskap. Mage, tarm",0,1,Hane,110.,,,,,0-9,Nej,,,Västra Götalands län,,,,,,,,"Kattegatt, söder om Klåverön, koordinater N 57 51.3343 E 11 35.2913 (på orig. accblanketten angivna i decimalsekunder: N 57 51 20,06036 E 11 35 17,47837)",57.8556,11.5882,Nej,Ja,,Ja,,Ja,,,,,,,,Ja,Ja
A2014/05251,A2014/05251,knubbsäl,Naturhistoriska Riksmuseet,2014-04-16,2014,Q2,04,Jakt,"Skjuten ej intill fiskeredskap. Mage, tunntarm, colon på burk",3,,Hona,123.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,"Kattegatt, söder om Klåverön, koordinater N 57 51.3343 E 11 35.2913 (på orig. accblanketten angivna i decimalsekunder: N 57 51 20,06036 E 11 35 17,47837)",57.8556,11.5882,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2014/05252,A2014/05252,knubbsäl,Naturhistoriska Riksmuseet,2014-04-22,2014,Q2,04,Jakt,"Skjuten. Mage, tunntarm",0,1,Hane,114.,,,,,0-9,Nej,,,Västra Götalands län,,,,,,,årsunge,"Skagerrak, Styrsö, Strömsatd. Koordinater: N 58 54.3426 E 11 6.4388 (angivna i decimalsekunder på orig. acclappen: N 58 45 20,55678 E 11 6 26,32795)",58.9057,11.1109,Nej,Ja,,Ja,,,,,,,,,,Ja,Ja
A2014/05253,A2014/05253,knubbsäl,Naturhistoriska Riksmuseet,2014-04-22,2014,Q2,04,Jakt,"Skjuten - Mage, tarm, colon på burk",0,1,Hona,105.,,,,,,Ja,,,Västra Götalands län,,,,,,,Årsunge - Tom mage - no info for nematods parasites,"Skagerrak, Styrsö, Strömsatd. Koordinater: N 58 54.3426 E 11 6.4388 (angivna i decimalsekunder på orig. acclappen: N 58 45 20,55678 E 11 6 26,32795)",58.9057,11.1109,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2014/05317,A2014/05317,knubbsäl,Naturhistoriska Riksmuseet,2014-04-29,2014,Q2,04,Jakt,Skjuten,0,1,Hane,112.,,,,,10-49,Ja,,,,,,,,,,"mage, tunntarm",Koordinater: N 58 17.8359 E 11 19.6460.På orig. accblanketten angivna i decimalsekunder: N 58 17 50.15371 E 11 19 38.76223,58.2973,11.3274,Nej,Ja,,Ja,,,,,,,,,,,
A2014/05318,A2014/05318,knubbsäl,Naturhistoriska Riksmuseet,2014-04-22,2014,Q2,04,Jakt,Skjuten,1,,Hane,112.,,,,,0,Ja,,,Västra Götalands län,,,,,,,"mage, tunntarm, colon på burk",Koordinater: N 58 54.3426 E 11 6.4388.På orig. accblanketten angivna i decimalsekunder: N 58 54 20.55678 E 11 6 26.32795,58.9057,11.1109,Nej,Ja,,Ja,,,,,,,,,,,Ja
A2014/05319,A2014/05319,knubbsäl,Naturhistoriska Riksmuseet,2014-04-22,2014,Q2,04,Jakt,"Skjuten - Mage - tarm - colon på burk -
 årsunge",3,,Hona,115.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Koordinater: N 58 54.3426 E 11 6.4388.På orig. accblanketten angivna i decimalsekunder: N 58 54 20.55678 E 11 6 26.32795,58.9057,11.1067,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2014/05320,A2014/05320,knubbsäl,Naturhistoriska Riksmuseet,2014-05-14,2014,Q2,05,Jakt,"Skjuten. Mage, tarm",3,,Hane,131.,,,,,10-49,Nej,,,Västra Götalands län,,,,,,,,Koordinater: N 58 16.7595 E 11 23.3681.På orig. accblanketten angivna i decimalsekunder: N 58 16 45.57 E 11 23 22.09,58.2793,11.3895,Nej,Ja,,Ja,,Ja,,,,,,,,Ja,Ja
A2014/05321,A2014/05321,knubbsäl,Naturhistoriska Riksmuseet,2014-05-14,2014,Q2,05,Jakt,Skjuten,0,1,Hona,109.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"mage, tunntarm",Koordinater: N 58 16.7595 E 11 23.3681.På orig. accblanketten angivna i decimalsekunder: N 58 16 45.57 E 11 23 22.09,58.2793,11.3895,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2014/05322,A2014/05322,knubbsäl,Naturhistoriska Riksmuseet,2013-12-26,2013,Q4,12,Jakt,"Skjuten - Mage, small intestine, colon på burk",11,,,154.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,shrimps,"Lökholmen, Fjällbacka, koordinater i decimalsekunder: N 58 37 4,58224 E 11 13 36,59042 (omräknade till decimalminuter: N 58 37,0764 E 11 13,6099",58.6181,11.2192,Nej,Ja,,Ja,,,,,,,,,,,
KS_2020_22,KS_2020_22,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
A2014/05323,A2014/05323,knubbsäl,Naturhistoriska Riksmuseet,2014-05-11,2014,Q2,05,Jakt,"Skjuten, ej vid fiskeredskap",10,,Hane,162.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,"mage, tunntarm","Gulskär, Skagerack. Koordinater: N 58 17,4097 E 11 20,7319",58.2903,11.3452,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2014/05324,A2014/05324,knubbsäl,Naturhistoriska Riksmuseet,2013-12-26,2013,Q4,12,Jakt,Skjuten,2,,Hona,121.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"mage, tunntarm. DNA från tunntarm","Lökholmen, Fjällbacka, koordinater i decimalsekunder: N 58 36 30,073 E 11 14 53,017(omräknade till decimalminuter: N 58 36,5012 E 11 14,8836",58.6084,11.2475,Nej,Ja,,Ja,,,,,,,,,,,
A2014/05325,A2014/05325,knubbsäl,Naturhistoriska Riksmuseet,2014-05-14,2014,Q2,05,Jakt,Skjuten,2,,Hona,119.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,"mage, tunntarm, colon på burk. Burken sönder. Hel fisk (utan huvud) i magen 41 cm - näbbgädda. Otoliter fanns i magen",Koordinater: N 58 16.7587 E 11 23.3950.På orig. accblanketten angivna i decimalsekunder: N 58 16 45.523 E 11 23 23.700,58.2791,11.3899,Nej,Ja,,Ja,,,,,,,,,,,
A2014/05326,A2014/05326,knubbsäl,Naturhistoriska Riksmuseet,2014-05-11,2014,Q2,05,Jakt,"Skjuten. Mage, tunntarm",0,1,Hona,109.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Koordinater: N 58 17.0708 E 11 20.1125.På orig. accblanketten angivna i decimalsekunder: N 58 17 4.25 E 11 20 6.75,58.2853,11.3352,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2012/05281,A2012/05281,knubbsäl,Naturhistoriska Riksmuseet,2011-12-30,2011,Q4,12,Jakt,0,7,,,142.,,,,,,,,,,,,,,,,,"Musö, Fjällbacka, N 58 46 E 11 23",58.637,11.242,Nej,,,,,,,,,,,,,,
A2012/05282,A2012/05282,knubbsäl,Naturhistoriska Riksmuseet,2011-12-11,2011,Q4,12,Jakt,0,1,,,109.,,,,,,,,,,,,,,,,,"Havstensund, N 58 46 E 11 10",58.767,11.167,Nej,,,,,,,,,,,,,,
A2012/05349,A2012/05349,knubbsäl,Naturhistoriska Riksmuseet,2011-12-30,2011,Q4,12,Jakt,0,19,,,141.,,,,,,,,,,,,,,,,,"Musö, Fjällbacka, Skagerrak. Angivna koord. (N 58 42 E 11 19) felaktiga, punkten ligger på land. Nya koordinater: N 58 37.99 E 11 13.99 tagna fr. karta",58.667,11.167,Nej,,,,,,,,,,,,,,
A2012/05369,A2012/05369,knubbsäl,Naturhistoriska Riksmuseet,2011-11-15,2011,Q4,11,Jakt,0,0,1,,99.,,,,,,,,,,,,,,,,,"Skagerrak, N 57 16 E 12 03",57.39,11.929,Nej,,,,,,,,,,,,,,
A2012/05370,A2012/05370,knubbsäl,Naturhistoriska Riksmuseet,2011-10-25,2011,Q4,10,Jakt,0,19,,,170.,,,,,,,,,,,,,,,,,"Skagerrak, utanför Musön, N 58 38 E 11 12",57.267,12.05,Nej,,,,,,,,,,,,,,
A2012/05371,A2012/05371,knubbsäl,Naturhistoriska Riksmuseet,2011-10-25,2011,Q4,10,Jakt,0,2,,,165.,,,,,,,,,,,,,,,,,"Hummerskär, Skagerrak, N 58 38 E 11 12",58.633,11.2,Nej,,,,,,,,,,,,,,
A2012/05380,A2012/05380,knubbsäl,Naturhistoriska Riksmuseet,2011-11-13,2011,Q4,11,Jakt,0,17,,,158.,,,,,,,,,,,,,,,,,"Hummerskären, Skagerrak, N 58 38 E 11 12",58.633,11.2,Nej,,,,,,,,,,,,,,
GULL_2020_38,GULL_2020_38,knubbsäl,Naturhistoriska Riksmuseet,2020-11-11,2020,Q4,11,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Ärten,58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
GULL_2020_37,GULL_2020_37,knubbsäl,Naturhistoriska Riksmuseet,2020-09-19,2020,Q3,09,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Hågarnsskär,58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
GULL_2020_41,GULL_2020_41,knubbsäl,Naturhistoriska Riksmuseet,2020-11-11,2020,Q4,11,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Ärten,58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
BRO_2020_02,BRO_2020_02,knubbsäl,Naturhistoriska Riksmuseet,2020-08-25,2020,Q3,08,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,"Landvadsön, Brofjorden, Stora Välsten",58.382314,11.44091,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2020_01,KS_2020_01,knubbsäl,Naturhistoriska Riksmuseet,2020-04-01,2020,Q2,04,Jakt,,,,Hane,100.,,,,,,Nej,,,Västra Götalands län,,,,,,,"Mage öppnad, tom.",Bärbyholme/Hakefjord,58.023405,11.793216,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2020_02,KS_2020_02,knubbsäl,Naturhistoriska Riksmuseet,2020-01-06,2020,Q1,01,Jakt,,,,Hane,169.,,5,,,,Ja,,,Västra Götalands län,,,,,,,"Mage, tarm blodig.","L:a Svartskär, Paternoster",57.936962,11.547997,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2020_03,KS_2020_03,knubbsäl,Naturhistoriska Riksmuseet,2020-02-01,2020,Q1,02,Jakt,,,,,,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,3 hästräkor. 1 liten strandkrabba.,Stigfjorden,58.09803,11.655114,Nej,Ja,Ja,Nej,Nej,,,,,,,,,,
KS_2020_04,KS_2020_04,knubbsäl,Naturhistoriska Riksmuseet,2020-02-01,2020,Q1,02,Jakt,,,,,,,,,,,Ja,,,Västra Götalands län,,,,,,,Plattfisk >20st små,Farholmarna,58.110558,11.788049,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2020_05,KS_2020_05,knubbsäl,Naturhistoriska Riksmuseet,2020-01-09,2020,Q1,01,Jakt,,,,Hane,120.,,3,,,,,,,Västra Götalands län,,,,,,,Tom mage. Ej käke.,Bärbyholme,58.023405,11.793216,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2020_06,KS_2020_06,knubbsäl,Naturhistoriska Riksmuseet,2020-04-01,2020,Q2,04,Jakt,,,,Hane,158.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,"S. Långö, Strömstad",58.935901,11.120353,Nej,Ja,Nej,Nej,Nej,,,,,,,,,,
KS_2020_07,KS_2020_07,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_08,KS_2020_08,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_09,KS_2020_09,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_10,KS_2020_10,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_11,KS_2020_11,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2016_01,KS_2016_01,knubbsäl,Egen insamling HLAB från svensk jakt,2016-10-01,2016,Q4,10,Fiske/Bifångst,8-fjordar. Bifångst i torskbur.,,,,,100.,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Ljungskile,58.214,11.876,Nej,,,,,,,,,,,,,,
KS_2017_01,KS_2017_01,knubbsäl,Egen insamling HLAB från svensk jakt,,,Q,,Jakt,8-fjordar. Fynddatum okänt - endast år,,,Hane,165.,100.,,,,0,Ja,Gulskär,Halsefjord,Västra Götalands län,,,,,,Ja,"Tarm blodig. Mage, tarm, penisben, underkäke, DNAprov av tjocktarm. Återfryst.",Gulskär Halsefjord,58.110878,11.785841,Nej,Ja,Ja,Ja,,,,,,,,,,,
KS_2017_02,KS_2017_02,knubbsäl,Egen insamling HLAB från svensk jakt,2017-02-25,2017,Q1,02,Jakt,8-fjordar,,,,143.,,3,,,,Ja,,Halsefjord,Västra Götalands län,,,,,,,Mkt blod i mage. Tog ej DNA.,Halsefjord,58.110878,11.785841,Ja,Ja,,Ja,,,,,,,,,,,
KS_2020_12,KS_2020_12,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_13,KS_2020_13,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_14,KS_2020_14,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_15,KS_2020_15,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_16,KS_2020_16,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_17,KS_2020_17,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_18,KS_2020_18,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_19,KS_2020_19,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_20,KS_2020_20,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_21,KS_2020_21,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2024_17,KS_2024_17,knubbsäl,Egen insamling HLAB från svensk jakt,2024-03-25,2024,Q1,03,Jakt,,,,Hona,103.,25.,3,,,0-9,Ja,Bölskären,Koster,Västra Götalands län,,,,,,Ja,,Bölskären,58.947618,11.093702,Ja,,,,,,,,Ja,,,Ja,Nej,,
KS_2020_23,KS_2020_23,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_24,KS_2020_24,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,Koster,58.833212,11.018937,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2020_25,KS_2020_25,knubbsäl,Naturhistoriska Riksmuseet,2020-10-29,2020,Q4,10,Jakt,,,,Hona,132.,,,,0,0,Ja,,,Västra Götalands län,,,,,,,saknar jaktrapporten - sköts på land,Hästholmen Skåpesund,58.077,11.747,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2020_26,KS_2020_26,knubbsäl,Naturhistoriska Riksmuseet,2020-10-29,2020,Q4,10,Jakt,,,,Hane,,,,,0,0-9,Ja,,,Västra Götalands län,,,,,,,saknar jaktrapporten - sköts på land,Hästholmen Skåpesund,58.077,11.747,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2020_27,KS_2020_27,knubbsäl,Naturhistoriska Riksmuseet,2020-10-06,2020,Q4,10,Jakt,,,,Hane,126.,,,,0,0,Ja,,,Västra Götalands län,,,,,,,saknar jaktrapporten - sköts på land,Bärby,58.025,11.793,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2020_28,KS_2020_28,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Jakt,,,,Hona,168.,,,,0,0-9,Ja,,,Västra Götalands län,,,,,,,"Käke, blodklump i magen",Hästholmen Skåpesund,58.077,11.747,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2020_29,KS_2020_29,knubbsäl,Naturhistoriska Riksmuseet,2020-03-01,2020,Q1,03,Jakt,,,,Hane,120.,,,,0,0,Ja,,,Västra Götalands län,,,,,,,käke,Hästholmen Skåpesund,58.077,11.747,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2021_86,KS_2021_86,knubbsäl,Naturhistoriska Riksmuseet,2021-09-10,2021,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2021_87,KS_2021_87,knubbsäl,Naturhistoriska Riksmuseet,2021-09-10,2021,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2021_88,KS_2021_88,knubbsäl,Naturhistoriska Riksmuseet,2021-09-10,2021,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2021_89,KS_2021_89,knubbsäl,Naturhistoriska Riksmuseet,2021-09-10,2021,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2021_90,KS_2021_90,knubbsäl,Naturhistoriska Riksmuseet,2021-09-10,2021,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2021_91,KS_2021_91,knubbsäl,Naturhistoriska Riksmuseet,2021-09-10,2021,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,"Hallands Väderö, Sandskär",56.431697,12.55069,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
