Sample ID,Sample from,Subarea,Prey species (Eng),Prey remain,Left otolith,Right otolith,Wear class,n,Magnification,Otolith width lupp,Otolith length lupp,Otolith width (mm),Otolith length  (mm),Prey length measured (cm),Notes,Prey species (Eng),Family,Scientific Name
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.653,2.297,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,2.525,3.882,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,2.343,3.576,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.478,1.91,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.529,2.16,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.702,2.363,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.474,2.02,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.647,2.218,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.639,2.226,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.584,2.238,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.451,2.03,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.422,2.007,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.52,2.109,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.51,2.002,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.484,2.127,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.374,2.013,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.715,2.455,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.611,2.289,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.66,2.546,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.665,2.33,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.49,2.104,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.725,2.404,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.481,2.227,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.605,2.229,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.659,2.399,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.649,2.169,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.699,2.298,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.71,2.248,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.704,2.327,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.609,2.117,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.573,2.207,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.579,2.272,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.404,2.043,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.293,1.827,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.552,2.149,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.436,2.035,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.683,2.44,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.527,2.034,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.508,2.125,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.511,2.033,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.531,2.2,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,2,1,NA,NA,NA,1.469,1.92,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.169,1.616,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.458,2.225,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.36,1.909,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.245,1.722,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.283,1.772,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.531,2.293,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.44,1.855,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.556,2.2,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.457,1.906,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.383,2.005,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.364,1.872,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.359,1.876,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.514,2.13,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.494,2.074,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.562,2.134,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.163,1.785,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.204,1.641,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.554,2.19,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.459,1.919,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.485,2.039,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.443,1.963,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.263,1.696,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.539,1.917,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.928,2.973,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.281,1.649,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.396,1.808,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.315,2.064,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_15,scat,O-Län,Flounder,otolith,NA,NA,3,1,NA,NA,NA,1.384,1.882,NA,NA,Flounder,Pleuronectidae,Platichthys flesus
KS_2025_16,scat,O-Län,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no oto.,NA,NA,NA
KS_2025_17,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.785,3.782,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_17,scat,O-Län,Garfish,otolith,NA,NA,1,1,NA,NA,NA,1.507,2.473,NA,green bones,Garfish,Belonidae,Belone belone
KS_2025_17,scat,O-Län,Garfish,otolith,NA,NA,1,1,NA,NA,NA,1.836,3.251,NA,NA,Garfish,Belonidae,Belone belone
KS_2025_17,scat,O-Län,Garfish,otolith,NA,NA,2,1,NA,NA,NA,2.053,3.452,NA,NA,Garfish,Belonidae,Belone belone
KS_2025_17,scat,O-Län,Garfish,otolith,NA,NA,2,1,NA,NA,NA,1.714,3.068,NA,NA,Garfish,Belonidae,Belone belone
KS_2025_17,scat,O-Län,Garfish,otolith,NA,NA,2,1,NA,NA,NA,1.986,3.052,NA,NA,Garfish,Belonidae,Belone belone
KS_2025_17,scat,O-Län,Garfish,otolith,NA,NA,2,1,NA,NA,NA,1.427,2.529,NA,NA,Garfish,Belonidae,Belone belone
KS_2025_17,scat,O-Län,Garfish,otolith,NA,NA,2,1,NA,NA,NA,1.796,3.101,NA,NA,Garfish,Belonidae,Belone belone
KS_2025_17,scat,O-Län,Garfish,otolith,NA,NA,2,1,NA,NA,NA,1.551,2.654,NA,NA,Garfish,Belonidae,Belone belone
KS_2025_18,scat,O-Län,unknown,green bones,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,no oto.,Unknown,Unknown,Unknown
KS_2025_18,scat,O-Län,shell,fragment,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Shell Fragment,Non-prey item,Non-prey item
KS_2025_18,scat,O-Län,Crustacea,fragment,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Crustaceans,Crustacea,Crustacea
KS_2025_19,scat,O-Län,Trisopterus sp.,otolith,NA,NA,3,1,NA,NA,NA,3.038,5.985,NA,NA,Trisopterus sp.,Gadidae,Trisopterus sp.
KS_2025_19,scat,O-Län,Codfish,otolith,NA,NA,2,1,NA,NA,NA,1.551,3.633,NA,NA,Gadidae,Gadidae,Gadidae
KS_2025_19,scat,O-Län,Codfish,otolith,NA,NA,3,1,NA,NA,NA,1.316,2.822,NA,NA,Gadidae,Gadidae,Gadidae
KS_2025_19,scat,O-Län,Long Rough Dab,otolith,NA,NA,2,1,NA,NA,NA,2.755,3.788,NA,NA,Long Rough Dab,Pleuronectidae,Hippoglossoides platessoides
KS_2025_19,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.408,3.042,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_19,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.42,3.162,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_19,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.571,3.269,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_19,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.773,3.468,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_19,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.488,3.185,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_19,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.613,3.222,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_19,scat,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.342,2.646,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_19,scat,O-Län,Four-bearded rockling,otolith,NA,NA,2,1,NA,NA,NA,2.216,4.368,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_19,scat,O-Län,Four-bearded rockling,otolith,NA,NA,2,1,NA,NA,NA,1.724,3.596,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_19,scat,O-Län,Four-bearded rockling,otolith,NA,NA,2,1,NA,NA,NA,1.642,3.366,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_19,scat,O-Län,Four-bearded rockling,otolith,NA,NA,3,1,NA,NA,NA,1.469,3.002,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_19,scat,O-Län,Four-bearded rockling,otolith,NA,NA,3,1,NA,NA,NA,1.322,2.962,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_19,scat,O-Län,unknown,otolith,NA,NA,3,1,NA,NA,NA,0.857,2.055,NA,too worn to identify. Green bones in the sample. Garfish?,Unknown,Unknown,Unknown
KS_2025_19,scat,O-Län,unknown,otolith,NA,NA,3,1,NA,NA,NA,0.709,1.62,NA,too worn to identify. Green bones in the sample. Garfish?,Unknown,Unknown,Unknown
KS_2025_19,scat,O-Län,unknown,green bone,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown
KS_2025_19,scat,O-Län,Crustacea,fragment,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Crustaceans,Crustacea,Crustacea
KS_2025_20,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.737,3.766,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_20,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.505,2.891,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_20,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.51,3.046,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_20,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.411,3.171,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_20,scat,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.733,3.719,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_20,scat,O-Län,Herring,broken otolith,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Herring,Clupeidae,Clupea harengus
KS_2025_20,scat,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,3.513,11.196,NA,NA,Whiting,Gadidae,Merlangius merlangus
KS_2025_20,scat,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.91,9.637,NA,NA,Whiting,Gadidae,Merlangius merlangus
KS_2025_20,scat,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,3.653,11.193,NA,NA,Whiting,Gadidae,Merlangius merlangus
KS_2025_20,scat,O-Län,Four-bearded rockling,otolith,NA,NA,1,1,NA,NA,NA,1.948,4.117,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_20,scat,O-Län,Four-bearded rockling,otolith,NA,NA,1,1,NA,NA,NA,2.299,4.392,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_20,scat,O-Län,Four-bearded rockling,otolith,NA,NA,2,1,NA,NA,NA,2.018,4.269,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_20,scat,O-Län,Four-bearded rockling,otolith,NA,NA,2,1,NA,NA,NA,2.098,4.248,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_20,scat,O-Län,Four-bearded rockling,otolith,NA,NA,2,1,NA,NA,NA,2.001,3.737,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_20,scat,O-Län,Four-bearded rockling,otolith,NA,NA,3,1,NA,NA,NA,2.347,4.117,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_20,scat,O-Län,Four-bearded rockling,otolith,NA,NA,3,1,NA,NA,NA,1.977,3.729,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_20,scat,O-Län,Four-bearded rockling,otolith,NA,NA,3,1,NA,NA,NA,2.095,3.703,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_20,scat,O-Län,Four-bearded rockling,otolith,NA,NA,3,1,NA,NA,NA,1.342,2.864,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_20,scat,O-Län,Four-bearded rockling,otolith,NA,NA,3,1,NA,NA,NA,1.548,3.045,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
KS_2025_20,scat,O-Län,unknown,green bone,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown
KS_2025_21,scat,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,1.98,5.455,NA,NA,Whiting,Gadidae,Merlangius merlangus
KS_2025_21,scat,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.061,5.506,NA,NA,Whiting,Gadidae,Merlangius merlangus
KS_2025_21,scat,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.49,NA,NA,"width ok, length no ok",Whiting,Gadidae,Merlangius merlangus
KS_2025_21,scat,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.766,NA,NA,"width ok, length no ok",Whiting,Gadidae,Merlangius merlangus
KS_2025_21,scat,O-Län,Cod,otolith,NA,NA,3,1,NA,NA,NA,4.204,9.097,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
KS_2025_21,scat,O-Län,Dab/Long Rough Dab,otolith,NA,NA,2,1,NA,NA,NA,2.266,3.54,NA,Bigger flatfish otoliths in the samples if compared with the ones belonging to the following subsample (Pleuronectidae) to avoid bias in the measurments of the average dimension of the subsampled Pleuronectidae,Dab/Long Rough Dab,Pleuronectidae,Limanda limanda / Hippoglossoides platessoides
KS_2025_21,scat,O-Län,Dab/Long Rough Dab,otolith,NA,NA,2,1,NA,NA,NA,2.647,4.383,NA,Bigger otoliths in the samples,Dab/Long Rough Dab,Pleuronectidae,Limanda limanda / Hippoglossoides platessoides
KS_2025_21,scat,O-Län,Dab/Long Rough Dab,otolith,NA,NA,2,1,NA,NA,NA,1.959,2.882,NA,Bigger otoliths in the samples,Dab/Long Rough Dab,Pleuronectidae,Limanda limanda / Hippoglossoides platessoides
KS_2025_21,scat,O-Län,Dab/Long Rough Dab,otolith,NA,NA,2,1,NA,NA,NA,2.568,4.238,NA,Bigger otoliths in the samples,Dab/Long Rough Dab,Pleuronectidae,Limanda limanda / Hippoglossoides platessoides
KS_2025_21,scat,O-Län,Dab/Long Rough Dab,otolith,NA,NA,3,1,NA,NA,NA,1.783,2.541,NA,Bigger otoliths in the samples,Dab/Long Rough Dab,Pleuronectidae,Limanda limanda / Hippoglossoides platessoides
KS_2025_21,scat,O-Län,Dab/Long Rough Dab,otolith,NA,NA,3,1,NA,NA,NA,1.772,2.562,NA,Bigger otoliths in the samples,Dab/Long Rough Dab,Pleuronectidae,Limanda limanda / Hippoglossoides platessoides
KS_2025_21,scat,O-Län,Dab/Long Rough Dab,otolith,NA,NA,3,1,NA,NA,NA,1.859,3.351,NA,Bigger otoliths in the samples,Dab/Long Rough Dab,Pleuronectidae,Limanda limanda / Hippoglossoides platessoides
KS_2025_21,scat,O-Län,Dab/Long Rough Dab,otolith,NA,NA,3,1,NA,NA,NA,2.039,2.905,NA,Bigger otoliths in the samples,Dab/Long Rough Dab,Pleuronectidae,Limanda limanda / Hippoglossoides platessoides
KS_2025_21,scat,O-Län,Dab/Long Rough Dab,otolith,NA,NA,3,1,NA,NA,NA,2.368,3.27,NA,Bigger otoliths in the samples,Dab/Long Rough Dab,Pleuronectidae,Limanda limanda / Hippoglossoides platessoides
KS_2025_21,scat,O-Län,Dab/Long Rough Dab,otolith,NA,NA,3,1,NA,NA,NA,1.954,2.628,NA,Bigger otoliths in the samples,Dab/Long Rough Dab,Pleuronectidae,Limanda limanda / Hippoglossoides platessoides
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,2,1,NA,NA,NA,2.28,3.495,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,2,1,NA,NA,NA,2.322,3.298,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,2,1,NA,NA,NA,2.495,3.422,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,2,1,NA,NA,NA,1.971,2.699,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,2,1,NA,NA,NA,2.109,2.805,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,2,1,NA,NA,NA,2.257,3.167,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,2,1,NA,NA,NA,2.022,2.955,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,2,1,NA,NA,NA,2.177,2.971,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,2,1,NA,NA,NA,1.869,2.74,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,3,1,NA,NA,NA,1.89,2.555,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,3,1,NA,NA,NA,1.878,2.565,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,3,1,NA,NA,NA,1.902,2.93,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,3,1,NA,NA,NA,1.797,2.558,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,3,1,NA,NA,NA,2.169,3.049,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,3,1,NA,NA,NA,1.789,2.241,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,3,1,NA,NA,NA,1.98,3.111,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,3,1,NA,NA,NA,1.959,2.905,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,3,1,NA,NA,NA,1.959,2.758,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
KS_2025_21,scat,O-Län,Flounder/Plaice,otolith,NA,NA,3,1,NA,NA,NA,1.647,2.367,NA,Bigger otoliths in the samples,Flounder/Plaice,Pleuronectidae,Platichthys flesus / Pleuronectes platessa
