Sample ID,Sample from,Subarea,Prey species (Eng),Prey remain,Left otolith,Right otolith,Wear class,n,Magnification,Otolith width lupp,Otolith length lupp,Otolith width (mm),Otolith length  (mm),Prey length measured (cm),Notes,Prey species (Eng),Family,Scientific Name
A2014/05544,stomach,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.072,6.144,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.302,6.576,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.142,5.901,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Cod,otolith,NA,NA,3,1,NA,NA,NA,4.202,10.454,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2014/05544,stomach,O-Län,Cod,otolith,NA,NA,3,1,NA,NA,NA,3.987,10.637,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2014/05544,stomach,O-Län,Cod,otolith,NA,NA,3,1,NA,NA,NA,5.098,11.376,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.606,7.343,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.693,7.847,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.885,7.845,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.867,8.266,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.814,7.494,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.709,7.463,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.847,8.355,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.873,7.936,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,2,1,NA,NA,NA,2.749,7.875,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.137,5.698,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.847,4.968,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Saithe/Pollock/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.864,4.434,NA,Most likely Saithe?,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05544,stomach,O-Län,Four-bearded Rockling,otolith,NA,NA,3,1,NA,NA,NA,0.968,1.601,NA,NA,Four-bearded Rockling,Gadidae,Enchelyopus cimbrius
A2014/05544,stomach,O-Län,unknown,otolith,NA,NA,2,1,NA,NA,NA,4.618,10.417,NA,check,Unknown,Unknown,Unknown
A2014/05544,stomach,O-Län,unknown,otolith,NA,NA,2,1,NA,NA,NA,4.525,10.636,NA,check,Unknown,Unknown,Unknown
A2014/05544,stomach,O-Län,unknown,green bones,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown
A2014/05544,stomach,O-Län,Crab,fragment,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Crab,Brachyura,Brachyura
A2014/05330,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,3.111,7.059,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2014/05330,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,3.108,7.012,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2014/05330,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.38,6.773,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2014/05330,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.39,6.763,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,1,1,NA,NA,NA,1.714,4.041,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,1,1,NA,NA,NA,1.561,3.396,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,1,1,NA,NA,NA,1.653,3.416,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.781,3.594,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.906,3.932,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.683,3.994,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.913,3.998,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.404,2.657,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.406,2.657,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.761,3.453,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.364,2.661,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.288,2.178,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.052,1.799,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.188,2.285,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.126,1.824,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.167,2.034,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.31,2.302,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.138,2.042,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.292,2.26,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.436,2.343,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.072,1.668,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.251,2.165,NA,NA,Herring,Clupeidae,Clupea harengus
A2014/05330,stomach,O-Län,Clupeidae,otolith,NA,NA,3,1,NA,NA,NA,0.84,1.321,NA,NA,Herrings,Clupeidae,Clupeidae
A2014/05330,stomach,O-Län,Clupeidae,otolith,NA,NA,3,1,NA,NA,NA,0.866,1.396,NA,NA,Herrings,Clupeidae,Clupeidae
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.413,7.128,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,3.115,9.254,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,3.142,9.475,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,3.313,10.56,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,3.301,10.226,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.513,7.651,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.842,8.52,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,1,1,NA,NA,NA,2.791,8.477,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.619,7.775,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.557,7.681,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.645,7.616,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.174,6.543,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.335,7.138,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.141,5.779,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.323,6.651,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.3,6.386,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.472,7.643,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.652,7.739,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.283,6.389,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.28,6.633,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.279,6.625,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.036,5.964,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,1.974,5.859,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.218,6.594,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.183,6.041,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.458,6.938,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.525,7.218,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.47,6.928,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.485,7.269,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.175,6.648,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.818,5.121,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.109,5.946,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.259,6.492,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.886,4.969,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.203,6.166,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.244,6.973,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.785,5.268,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.123,6.437,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.864,5.185,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.782,5.08,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.151,6.149,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,2.679,7.653,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,2,1,NA,NA,NA,2.429,6.942,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.604,4.232,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.98,5.277,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.387,3.527,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.525,3.862,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.897,7.301,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.619,6.452,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.801,6.535,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,3.001,7.276,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.966,6.884,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.968,6.872,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.858,6.93,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.708,6.203,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.42,5.946,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.844,6.896,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.858,6.937,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.504,6.292,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.727,6.636,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.418,5.822,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.116,4.65,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.893,6.722,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.331,5.612,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.659,6.189,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,3.172,7.619,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,3.289,7.51,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.544,6.264,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,1,1,NA,NA,NA,2.552,6.384,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.094,5.525,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.343,6.007,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,1.859,4.679,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.242,5.619,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.024,5.159,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.152,5.524,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.02,4.614,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.282,5.669,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,1.922,4.65,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Cod,otolith,NA,NA,2,1,NA,NA,NA,2.039,5.189,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.667,4.285,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Whiting,otolith,NA,NA,3,1,NA,NA,NA,1.719,4.427,NA,NA,Whiting,Gadidae,Merlangius merlangus
A2015/05253,stomach,O-Län,Black Goby,otolith,NA,NA,2,1,NA,NA,NA,1.887,2.465,NA,NA,Black Goby,Gobiidae,Gobius niger
A2015/05253,stomach,O-Län,Black Goby,otolith,NA,NA,2,1,NA,NA,NA,1.859,2.456,NA,NA,Black Goby,Gobiidae,Gobius niger
A2015/05253,stomach,O-Län,Sprat,otolith,NA,NA,2,1,NA,NA,NA,0.986,1.587,NA,NA,Sprat,Clupeidae,Sprattus sprattus
A2015/05253,stomach,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.64,3.358,NA,NA,Herring,Clupeidae,Clupea harengus
A2015/05253,stomach,O-Län,Herring,otolith,NA,NA,2,1,NA,NA,NA,1.63,3.467,NA,NA,Herring,Clupeidae,Clupea harengus
A2015/05253,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.169,2.106,NA,NA,Herring,Clupeidae,Clupea harengus
A2015/05253,stomach,O-Län,Herring,otolith,NA,NA,3,1,NA,NA,NA,1.175,2.105,NA,NA,Herring,Clupeidae,Clupea harengus
A2015/05253,stomach,O-Län,Sandeel,otolith,NA,NA,1,1,NA,NA,NA,1.653,3.273,NA,NA,Sandeel,Ammodytidae,Ammodytes spp.
A2015/05253,stomach,O-Län,Sandeel,otolith,NA,NA,1,1,NA,NA,NA,1.653,3.313,NA,NA,Sandeel,Ammodytidae,Ammodytes spp.
A2015/05253,stomach,O-Län,Sandeel,otolith,NA,NA,2,1,NA,NA,NA,1.552,3.222,NA,NA,Sandeel,Ammodytidae,Ammodytes spp.
A2015/05253,stomach,O-Län,Sandeel,otolith,NA,NA,2,1,NA,NA,NA,1.516,3.234,NA,NA,Sandeel,Ammodytidae,Ammodytes spp.
A2015/05253,stomach,O-Län,Ruffe,otolith,NA,NA,2,1,NA,NA,NA,1.586,2.705,NA,NA,Ruffe,Percidae,Gymnocephalus cernua
A2014/05631,colon,O-Län,Cod,otolith,NA,NA,3,1,NA,NA,NA,3.125,7.381,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2014/05631,colon,O-Län,Cod,otolith,NA,NA,3,1,NA,NA,NA,3.02,7.445,NA,NA,Atlantic Cod,Gadidae,Gadus morhua
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.022,6.059,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.895,5.585,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.774,4.972,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.712,5.262,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.915,5.639,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.902,5.349,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.836,5.092,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.083,6.019,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.969,5.405,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.861,5.203,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.693,4.891,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,2.196,5.985,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
A2014/05631,colon,O-Län,Saithe/Pollack/Haddock,otolith,NA,NA,3,1,NA,NA,NA,1.96,5.86,NA,NA,Saithe/Pollack/Haddock,Gadidae,Pollachius virens / Pollachius pollachius / Melanogrammus aeglefinus
